review_text,rating,sentiment,reviewer_name,date,hotel_name,original_text,original_length,original_word_count,cleaned_text,cleaned_length,cleaned_word_count,length_reduction,word_reduction,review_length,word_count,avg_word_length,sentence_count,exclamation_count,question_count,uppercase_count,uppercase_ratio,cluster,cluster_name
" I would say excellent stay! the room was clean, comfortable, and well-equipped. will definitely come back.",4,positive,Megan R.,2020-02-22,Seaside Resort," I would say excellent stay! the room was clean, comfortable, and well-equipped. will definitely come back.",107,16,would say excel stay room clean comfort well equip definit come back,68,12,39,4,107,16,6.294117647058823,4,1,0,1,0.009259259259259259,1,Cleanliness & Room Quality
" All things considered, amazing pool and facilities but the room was not soundproofed.",3,neutral,Amanda C.,2020-04-03,Royal Palace Hotel," All things considered, amazing pool and facilities but the room was not soundproofed.",86,13,thing consid amaz pool facil room soundproof,44,7,42,6,86,13,6.142857142857143,2,0,0,1,0.011494252873563218,3,Service & Staff Quality
"Perfect location, beautiful views, and exceptional service. Highly recommended!",4,positive,Lisa P.,2020-04-11,Royal Gardens Hotel,"Perfect location, beautiful views, and exceptional service. Highly recommended!",79,9,perfect locat beauti view except servic high recommend,54,8,25,1,79,9,7.9,3,1,0,2,0.025,2,"Topic: beauti, perfect, servic"
"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",5,positive,Brian M.,2022-07-03,Mountain View Inn,"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",72,9,amaz experi clean room help staff delici breakfast,50,8,22,1,72,9,7.2,3,1,0,2,0.0273972602739726,4,Room & Comfort
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,Laura B.,2022-11-01,Royal Palace Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",5,positive,Laura B.,2020-10-08,Crystal Palace Hotel,"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",72,9,amaz experi clean room help staff delici breakfast,50,8,22,1,72,9,7.2,3,1,0,2,0.0273972602739726,4,Room & Comfort
"The worst hotel experience ever. Mold in bathroom, broken furniture, awful smell.",1,negative,Emily R.,2023-02-25,Mountain View Inn,"The worst hotel experience ever. Mold in bathroom, broken furniture, awful smell.",81,12,worst hotel experi ever mold bathroom broken furnitur aw smell,62,10,19,2,81,12,6.230769230769231,3,0,0,2,0.024390243902439025,3,Service & Staff Quality
An average experience. The price was fair for what we got.,3,neutral,Megan R.,2023-10-12,Grand Plaza Hotel,An average experience. The price was fair for what we got.,58,11,averag experi price fair got,28,5,30,6,58,11,4.833333333333333,3,0,0,2,0.03389830508474576,3,Service & Staff Quality
Great value for money! The room was spacious and modern. Staff were very friendly.,4,positive,Lisa P.,2022-08-02,Royal Gardens Hotel,Great value for money! The room was spacious and modern. Staff were very friendly.,82,14,great valu money room spacious modern staff friend,50,8,32,6,82,14,5.466666666666667,4,1,0,3,0.03614457831325301,3,Service & Staff Quality
Decent hotel in a convenient location. The room was okay but could be cleaner. Worth the money.,3,neutral,Rachel G.,2024-11-28,Luxury Stay Hotel,Decent hotel in a convenient location. The room was okay but could be cleaner. Worth the money.,95,17,decent hotel conveni locat room okay could cleaner worth money,62,10,33,7,95,17,5.277777777777778,4,0,0,3,0.03125,3,Service & Staff Quality
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",5,positive,Ashley D.,2024-07-01,Sunset Beach Hotel,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",94,13,excel stay room clean comfort well equip definit come back,58,10,36,3,94,13,6.714285714285714,4,1,0,3,0.031578947368421054,1,Cleanliness & Room Quality
" I must say the room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,Lisa P.,2021-08-03,Park View Hotel," I must say the room was spotless, the bed was comfortable, and the staff was incredibly helpful.",97,17,must say room spotless bed comfort staff incred help,52,9,45,8,97,17,5.388888888888889,2,0,0,1,0.01020408163265306,4,Room & Comfort
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",5,positive,Michael B.,2022-08-18,Sunset Beach Hotel,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",94,13,excel stay room clean comfort well equip definit come back,58,10,36,3,94,13,6.714285714285714,4,1,0,3,0.031578947368421054,1,Cleanliness & Room Quality
"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",5,positive,Chris T.,2022-06-20,Downtown Lodge,"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",72,9,amaz experi clean room help staff delici breakfast,50,8,22,1,72,9,7.2,3,1,0,2,0.0273972602739726,4,Room & Comfort
The room was clean but small. The location was convenient.,3,neutral,Eric S.,2021-11-24,Park View Hotel,The room was clean but small. The location was convenient.,58,10,room clean small locat conveni,30,5,28,5,58,10,5.2727272727272725,3,0,0,2,0.03389830508474576,1,Cleanliness & Room Quality
" To be honest, very disappointed. the room was not as described and the bathroom was filthy.",2,negative,Brian M.,2023-11-06,Mountain View Inn," To be honest, very disappointed. the room was not as described and the bathroom was filthy.",92,16,honest disappoint room describ bathroom filthi,46,6,46,10,92,16,5.411764705882353,3,0,0,1,0.010752688172043012,3,Service & Staff Quality
"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",4,positive,Emily R.,2021-06-24,Golden Star Hotel,"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",72,9,amaz experi clean room help staff delici breakfast,50,8,22,1,72,9,7.2,3,1,0,2,0.0273972602739726,4,Room & Comfort
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends. Worth the money.,5,positive,Eric S.,2021-10-11,Royal Palace Hotel,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends. Worth the money.,97,14,perfect getaway hotel exceed expect recommend friend worth money,64,9,33,5,97,14,6.466666666666667,5,1,0,4,0.04081632653061224,0,"Topic: getaway, exceed, expect"
"Disgusting! Hair in the bed, stained sheets, and rude management. Worth the money.",2,negative,Robert H.,2023-11-01,Seaside Resort,"Disgusting! Hair in the bed, stained sheets, and rude management. Worth the money.",82,13,disgust hair bed stain sheet rude manag worth money,51,9,31,4,82,13,5.857142857142857,4,1,0,3,0.03614457831325301,3,Service & Staff Quality
Wonderful hotel with great facilities. The pool and gym were excellent.,5,positive,Sarah M.,2021-07-10,The Metropolitan,Wonderful hotel with great facilities. The pool and gym were excellent.,71,11,wonder hotel great facil pool gym excel,39,7,32,4,71,11,5.916666666666667,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",5,positive,Kevin J.,2023-10-27,Harbor View Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
Excellent hotel with great amenities. The spa treatment was wonderful.,5,positive,Laura B.,2024-02-06,Royal Palace Hotel,Excellent hotel with great amenities. The spa treatment was wonderful.,70,10,excel hotel great amen spa treatment wonder,43,7,27,3,70,10,6.363636363636363,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
The hotel served its purpose. Basic but clean rooms.,3,neutral,Ashley D.,2020-05-03,Ocean Breeze Resort,The hotel served its purpose. Basic but clean rooms.,52,9,hotel serv purpos basic clean room,34,6,18,3,52,9,5.2,3,0,0,2,0.03773584905660377,1,Cleanliness & Room Quality
"Horrible stay. Noisy, dirty, and the staff was extremely rude.",2,negative,Kevin J.,2022-09-25,Luxury Stay Hotel,"Horrible stay. Noisy, dirty, and the staff was extremely rude.",62,10,horribl stay noisi dirti staff extrem rude,42,7,20,3,62,10,5.636363636363637,3,0,0,2,0.031746031746031744,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,Lisa P.,2021-05-10,City Center Suites,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
" Overall, excellent hotel with great amenities. the spa treatment was wonderful.",4,positive,David K.,2020-05-04,Ocean Breeze Resort," Overall, excellent hotel with great amenities. the spa treatment was wonderful.",80,11,overal excel hotel great amen spa treatment wonder,50,8,30,3,80,11,6.666666666666667,3,0,0,1,0.012345679012345678,3,Service & Staff Quality
Modern room but the bathroom was not clean. Disappointing. Good value.,2,negative,Amanda C.,2021-10-20,The Metropolitan,Modern room but the bathroom was not clean. Disappointing. Good value.,70,11,modern room bathroom clean disappoint good valu,47,7,23,4,70,11,5.833333333333333,4,0,0,3,0.04225352112676056,1,Cleanliness & Room Quality
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",5,positive,Nicole S.,2020-05-10,City Center Suites,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",94,13,excel stay room clean comfort well equip definit come back,58,10,36,3,94,13,6.714285714285714,4,1,0,3,0.031578947368421054,1,Cleanliness & Room Quality
Great for families but not ideal for business travelers. Slow wifi. A bit pricey.,4,positive,James W.,2020-12-06,The Metropolitan,Great for families but not ideal for business travelers. Slow wifi. A bit pricey.,81,14,great famili ideal busi travel slow wifi bit pricey,51,9,30,5,81,14,5.4,4,0,0,3,0.036585365853658534,3,Service & Staff Quality
Beautiful hotel in a great location. The rooftop bar had amazing views.,4,positive,Nicole S.,2024-07-16,Harbor View Hotel,Beautiful hotel in a great location. The rooftop bar had amazing views.,71,12,beauti hotel great locat rooftop bar amaz view,46,8,25,4,71,12,5.461538461538462,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
The hotel served its purpose. Basic but clean rooms.,3,neutral,Rachel G.,2020-02-07,Golden Star Hotel,The hotel served its purpose. Basic but clean rooms.,52,9,hotel serv purpos basic clean room,34,6,18,3,52,9,5.2,3,0,0,2,0.03773584905660377,1,Cleanliness & Room Quality
The room was nice but the noise from the street was unbearable. Could be better.,3,neutral,Ashley D.,2024-11-15,The Metropolitan,The room was nice but the noise from the street was unbearable. Could be better.,80,15,room nice nois street unbear could better,41,7,39,8,80,15,5.0,3,0,0,2,0.024691358024691357,3,Service & Staff Quality
Average experience. The service was fine but nothing special.,3,neutral,Ashley D.,2024-05-26,Downtown Lodge,Average experience. The service was fine but nothing special.,61,9,averag experi servic fine noth special,38,6,23,3,61,9,6.1,3,0,0,2,0.03225806451612903,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,Daniel F.,2023-09-09,Royal Palace Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
Fantastic service and beautiful rooms. The location was perfect for sightseeing.,5,positive,John D.,2024-09-22,Crystal Palace Hotel,Fantastic service and beautiful rooms. The location was perfect for sightseeing.,80,11,fantast servic beauti room locat perfect sightse,48,7,32,4,80,11,6.666666666666667,3,0,0,2,0.024691358024691357,2,"Topic: beauti, perfect, servic"
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends. Good value.,5,positive,James W.,2023-05-01,Harbor View Hotel,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends. Good value.,92,13,perfect getaway hotel exceed expect recommend friend good valu,62,9,30,4,92,13,6.571428571428571,5,1,0,4,0.043010752688172046,0,"Topic: getaway, exceed, expect"
The service was impeccable. The staff remembered our preferences from our last stay.,4,positive,Daniel F.,2022-04-28,Grand Plaza Hotel,The service was impeccable. The staff remembered our preferences from our last stay.,84,13,servic impecc staff rememb prefer last stay,43,7,41,6,84,13,6.0,3,0,0,2,0.023529411764705882,3,Service & Staff Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",5,positive,Emily R.,2022-10-03,Mountain View Inn,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
Standard accommodation. The wifi was slow but the bed was comfortable.,3,neutral,Eric S.,2023-08-06,Royal Gardens Hotel,Standard accommodation. The wifi was slow but the bed was comfortable.,70,11,standard accommod wifi slow bed comfort,39,6,31,5,70,11,5.833333333333333,3,0,0,2,0.028169014084507043,4,Room & Comfort
Very disappointed. The room was not as described and the bathroom was filthy.,1,negative,Eric S.,2021-12-17,Park View Hotel,Very disappointed. The room was not as described and the bathroom was filthy.,77,13,disappoint room describ bathroom filthi,39,5,38,8,77,13,5.5,3,0,0,2,0.02564102564102564,3,Service & Staff Quality
" To be honest, the room was clean but small. the location was convenient.",3,neutral,Sarah M.,2021-05-15,The Metropolitan," To be honest, the room was clean but small. the location was convenient.",73,13,honest room clean small locat conveni,37,6,36,7,73,13,5.214285714285714,3,0,0,1,0.013513513513513514,1,Cleanliness & Room Quality
Overpriced and underwhelming. The service was poor and the facilities were outdated.,1,negative,Emily R.,2021-11-25,City Center Suites,Overpriced and underwhelming. The service was poor and the facilities were outdated.,84,12,overpr underwhelm servic poor facil outdat,42,6,42,6,84,12,6.461538461538462,3,0,0,2,0.023529411764705882,3,Service & Staff Quality
The hotel met our basic needs. The staff was polite but not memorable.,3,neutral,John D.,2020-05-06,The Metropolitan,The hotel met our basic needs. The staff was polite but not memorable.,70,13,hotel met basic need staff polit memor,38,7,32,6,70,13,5.0,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
Fantastic service and beautiful rooms. The location was perfect for sightseeing.,4,positive,John D.,2020-08-05,Budget Inn Express,Fantastic service and beautiful rooms. The location was perfect for sightseeing.,80,11,fantast servic beauti room locat perfect sightse,48,7,32,4,80,11,6.666666666666667,3,0,0,2,0.024691358024691357,2,"Topic: beauti, perfect, servic"
The room was nice but the noise from the street was unbearable.,3,neutral,Kevin J.,2023-03-06,Harbor View Hotel,The room was nice but the noise from the street was unbearable.,63,12,room nice nois street unbear,28,5,35,7,63,12,4.846153846153846,2,0,0,1,0.015625,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",5,positive,Jennifer L.,2021-11-19,Crystal Palace Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
The hotel met our basic needs. The staff was polite but not memorable.,3,neutral,Eric S.,2021-05-27,Harbor View Hotel,The hotel met our basic needs. The staff was polite but not memorable.,70,13,hotel met basic need staff polit memor,38,7,32,6,70,13,5.0,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",4,positive,Eric S.,2021-03-21,Downtown Lodge,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful. A bit pricey.",5,positive,Eric S.,2024-01-13,The Metropolitan,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful. A bit pricey.",99,17,room spotless bed comfort staff incred help bit pricey,54,9,45,8,99,17,5.5,3,0,0,2,0.02,4,Room & Comfort
"Awful experience. The pool was dirty, the gym was broken, and no refunds.",1,negative,Emily R.,2021-02-08,Sunset Beach Hotel,"Awful experience. The pool was dirty, the gym was broken, and no refunds.",73,13,aw experi pool dirti gym broken refund,38,7,35,6,73,13,5.214285714285714,3,0,0,2,0.02702702702702703,3,Service & Staff Quality
" To be honest, standard accommodation. the wifi was slow but the bed was comfortable.",3,neutral,Megan R.,2022-04-15,Royal Palace Hotel," To be honest, standard accommodation. the wifi was slow but the bed was comfortable.",85,14,honest standard accommod wifi slow bed comfort,46,7,39,7,85,14,5.666666666666667,3,0,0,1,0.011627906976744186,4,Room & Comfort
" Overall, the service was impeccable. the staff remembered our preferences from our last stay.",4,positive,Megan R.,2021-08-07,Luxury Stay Hotel," Overall, the service was impeccable. the staff remembered our preferences from our last stay.",94,14,overal servic impecc staff rememb prefer last stay,50,8,44,6,94,14,6.266666666666667,3,0,0,1,0.010526315789473684,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,James W.,2023-05-17,Luxury Stay Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,Kevin J.,2024-05-09,Downtown Lodge,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
The hotel was okay for a one-night stay. Nothing remarkable. Worth the money.,3,neutral,Megan R.,2024-08-19,Park View Hotel,The hotel was okay for a one-night stay. Nothing remarkable. Worth the money.,77,13,hotel okay one night stay noth remark worth money,49,9,28,4,77,13,5.5,4,0,0,3,0.038461538461538464,1,Cleanliness & Room Quality
Very clean and well-maintained hotel. The location was ideal for our trip. Will come back.,5,positive,Rachel G.,2020-11-15,Royal Gardens Hotel,Very clean and well-maintained hotel. The location was ideal for our trip. Will come back.,90,15,clean well maintain hotel locat ideal trip come back,52,9,38,6,90,15,5.625,4,0,0,3,0.03296703296703297,1,Cleanliness & Room Quality
" Overall, reasonable stay for the price. the breakfast was average.",3,neutral,David K.,2024-04-02,Royal Gardens Hotel," Overall, reasonable stay for the price. the breakfast was average.",67,10,overal reason stay price breakfast averag,41,6,26,4,67,10,6.090909090909091,3,0,0,1,0.014705882352941176,3,Service & Staff Quality
" Honestly, outstanding experience! the staff went above and beyond. great breakfast and amenities.",5,positive,Laura B.,2020-04-10,Royal Gardens Hotel," Honestly, outstanding experience! the staff went above and beyond. great breakfast and amenities.",98,13,honest outstand experi staff went beyond great breakfast amen,61,9,37,4,98,13,7.0,4,1,0,1,0.010101010101010102,3,Service & Staff Quality
Excellent hotel with great amenities. The spa treatment was wonderful.,5,positive,Lisa P.,2021-05-20,Golden Star Hotel,Excellent hotel with great amenities. The spa treatment was wonderful.,70,10,excel hotel great amen spa treatment wonder,43,7,27,3,70,10,6.363636363636363,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,5,positive,John D.,2020-08-22,Crystal Palace Hotel,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
An okay experience. The room was as expected for the price range.,3,neutral,Daniel F.,2024-09-01,Downtown Lodge,An okay experience. The room was as expected for the price range.,65,12,okay experi room expect price rang,34,6,31,6,65,12,5.0,3,0,0,2,0.030303030303030304,3,Service & Staff Quality
Beautiful hotel but terrible service. The staff was rude and unhelpful.,3,neutral,Megan R.,2022-11-16,Sunset Beach Hotel,Beautiful hotel but terrible service. The staff was rude and unhelpful.,71,11,beauti hotel terribl servic staff rude unhelp,45,7,26,4,71,11,5.916666666666667,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
The best hotel I've ever stayed at. Everything was perfect from check-in to check-out.,5,positive,David K.,2024-05-10,Sunset Beach Hotel,The best hotel I've ever stayed at. Everything was perfect from check-in to check-out.,86,14,best hotel ever stay everyth perfect check check,48,8,38,6,86,14,5.733333333333333,3,0,0,3,0.034482758620689655,3,Service & Staff Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends. Worth the money.,4,positive,Daniel F.,2020-09-11,Ocean Breeze Resort,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends. Worth the money.,97,14,perfect getaway hotel exceed expect recommend friend worth money,64,9,33,5,97,14,6.466666666666667,5,1,0,4,0.04081632653061224,0,"Topic: getaway, exceed, expect"
The location was perfect but the AC was broken and noisy.,2,negative,Eric S.,2023-12-07,Crystal Palace Hotel,The location was perfect but the AC was broken and noisy.,57,11,locat perfect ac broken noisi,29,5,28,6,57,11,4.75,2,0,0,3,0.05172413793103448,3,Service & Staff Quality
"Great location and friendly staff, but the room was dirty and the bed was uncomfortable.",2,negative,Megan R.,2021-08-11,Luxury Stay Hotel,"Great location and friendly staff, but the room was dirty and the bed was uncomfortable.",88,15,great locat friend staff room dirti bed uncomfort,49,8,39,7,88,15,5.5,2,0,0,1,0.011235955056179775,3,Service & Staff Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,4,positive,Jennifer L.,2021-11-12,Sunset Beach Hotel,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
" Considering everything, the hotel met our basic needs. the staff was polite but not memorable.",3,neutral,John D.,2024-11-10,Downtown Lodge," Considering everything, the hotel met our basic needs. the staff was polite but not memorable.",95,15,consid everyth hotel met basic need staff polit memor,53,9,42,6,95,15,5.9375,3,0,0,1,0.010416666666666666,3,Service & Staff Quality
The hotel served its purpose. Basic but clean rooms. Good value.,3,neutral,Lisa P.,2023-01-16,Mountain View Inn,The hotel served its purpose. Basic but clean rooms. Good value.,64,11,hotel serv purpos basic clean room good valu,44,8,20,3,64,11,5.333333333333333,4,0,0,3,0.046153846153846156,1,Cleanliness & Room Quality
Decent place to stay. The room was comfortable enough.,3,neutral,Sarah M.,2024-07-13,Royal Palace Hotel,Decent place to stay. The room was comfortable enough.,54,9,decent place stay room comfort enough,37,6,17,3,54,9,5.4,3,0,0,2,0.03636363636363636,1,Cleanliness & Room Quality
Great for families but not ideal for business travelers. Slow wifi.,4,positive,Amanda C.,2023-01-23,Luxury Stay Hotel,Great for families but not ideal for business travelers. Slow wifi.,67,11,great famili ideal busi travel slow wifi,40,7,27,4,67,11,5.583333333333333,3,0,0,2,0.029411764705882353,3,Service & Staff Quality
Standard accommodation. The wifi was slow but the bed was comfortable.,3,neutral,Daniel F.,2021-08-25,Park View Hotel,Standard accommodation. The wifi was slow but the bed was comfortable.,70,11,standard accommod wifi slow bed comfort,39,6,31,5,70,11,5.833333333333333,3,0,0,2,0.028169014084507043,4,Room & Comfort
Average experience. The service was fine but nothing special.,3,neutral,Lisa P.,2021-04-08,Luxury Stay Hotel,Average experience. The service was fine but nothing special.,61,9,averag experi servic fine noth special,38,6,23,3,61,9,6.1,3,0,0,2,0.03225806451612903,3,Service & Staff Quality
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",5,positive,Robert H.,2020-08-17,Grand Plaza Hotel,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",94,13,excel stay room clean comfort well equip definit come back,58,10,36,3,94,13,6.714285714285714,4,1,0,3,0.031578947368421054,1,Cleanliness & Room Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,4,positive,John D.,2021-05-12,Ocean Breeze Resort,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
Wonderful hotel with great facilities. The pool and gym were excellent.,4,positive,Eric S.,2021-10-25,Seaside Resort,Wonderful hotel with great facilities. The pool and gym were excellent.,71,11,wonder hotel great facil pool gym excel,39,7,32,4,71,11,5.916666666666667,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
" All things considered, the hotel served its purpose. basic but clean rooms.",3,neutral,Daniel F.,2020-03-05,Park View Hotel," All things considered, the hotel served its purpose. basic but clean rooms.",76,12,thing consid hotel serv purpos basic clean room,47,8,29,4,76,12,5.846153846153846,3,0,0,1,0.012987012987012988,1,Cleanliness & Room Quality
The room smelled bad and was not cleaned properly. Very disappointed.,2,negative,Megan R.,2024-10-15,Mountain View Inn,The room smelled bad and was not cleaned properly. Very disappointed.,69,11,room smell bad clean proper disappoint,38,6,31,5,69,11,5.75,3,0,0,2,0.02857142857142857,1,Cleanliness & Room Quality
Beautiful hotel but terrible service. The staff was rude and unhelpful.,2,negative,Jennifer L.,2021-03-14,City Center Suites,Beautiful hotel but terrible service. The staff was rude and unhelpful.,71,11,beauti hotel terribl servic staff rude unhelp,45,7,26,4,71,11,5.916666666666667,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
The room smelled bad and was not cleaned properly. Very disappointed.,1,negative,Laura B.,2024-02-13,Budget Inn Express,The room smelled bad and was not cleaned properly. Very disappointed.,69,11,room smell bad clean proper disappoint,38,6,31,5,69,11,5.75,3,0,0,2,0.02857142857142857,1,Cleanliness & Room Quality
Standard hotel with basic amenities. Good for budget travelers.,3,neutral,James W.,2021-03-25,Sunset Beach Hotel,Standard hotel with basic amenities. Good for budget travelers.,63,9,standard hotel basic amen good budget travel,44,7,19,2,63,9,6.3,3,0,0,2,0.03125,3,Service & Staff Quality
" Considering everything, perfect location, beautiful views, and exceptional service. highly recommended!",5,positive,Ashley D.,2022-07-09,The Metropolitan," Considering everything, perfect location, beautiful views, and exceptional service. highly recommended!",104,11,consid everyth perfect locat beauti view except servic high recommend,69,10,35,1,104,11,8.666666666666666,3,1,0,1,0.009523809523809525,2,"Topic: beauti, perfect, servic"
The best hotel I've ever stayed at. Everything was perfect from check-in to check-out.,4,positive,David K.,2022-03-26,Royal Palace Hotel,The best hotel I've ever stayed at. Everything was perfect from check-in to check-out.,86,14,best hotel ever stay everyth perfect check check,48,8,38,6,86,14,5.733333333333333,3,0,0,3,0.034482758620689655,3,Service & Staff Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,5,positive,David K.,2021-06-16,Budget Inn Express,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
Beautiful views but the room was too hot and the AC didn't work well.,3,neutral,Emily R.,2022-08-08,The Metropolitan,Beautiful views but the room was too hot and the AC didn't work well.,69,14,beauti view room hot ac work well,33,7,36,7,69,14,4.6,2,0,0,3,0.04285714285714286,1,Cleanliness & Room Quality
"Perfect location, beautiful views, and exceptional service. Highly recommended!",5,positive,Nicole S.,2020-12-08,Grand Plaza Hotel,"Perfect location, beautiful views, and exceptional service. Highly recommended!",79,9,perfect locat beauti view except servic high recommend,54,8,25,1,79,9,7.9,3,1,0,2,0.025,2,"Topic: beauti, perfect, servic"
Outstanding experience! The staff went above and beyond. Great breakfast and amenities. Not bad.,4,positive,Lisa P.,2023-08-27,Mountain View Inn,Outstanding experience! The staff went above and beyond. Great breakfast and amenities. Not bad.,96,14,outstand experi staff went beyond great breakfast amen bad,58,9,38,5,96,14,6.4,5,1,0,4,0.041237113402061855,3,Service & Staff Quality
" Considering everything, perfect location, beautiful views, and exceptional service. highly recommended!",5,positive,Eric S.,2024-07-12,Mountain View Inn," Considering everything, perfect location, beautiful views, and exceptional service. highly recommended!",104,11,consid everyth perfect locat beauti view except servic high recommend,69,10,35,1,104,11,8.666666666666666,3,1,0,1,0.009523809523809525,2,"Topic: beauti, perfect, servic"
" Honestly, great amenities but the room was small and cramped.",4,positive,Jennifer L.,2021-09-06,Downtown Lodge," Honestly, great amenities but the room was small and cramped.",62,10,honest great amen room small cramp,34,6,28,4,62,10,5.636363636363637,2,0,0,1,0.015873015873015872,3,Service & Staff Quality
